174.4738070833,-36.0026937,25 SEAMORE RISE,Wrong Side: 2189118
172.9255378667,-34.5412908333,591 PAUA ROAD,Wrong Side: 2049328
172.9241729,-34.5398893167,605A-605C PAUA ROAD,Wrong Side: 2049329
172.9650915333,-34.6265714667,6959 FAR NORTH ROAD,Wrong Side: 2092524
173.2673042833,-34.9215786333,843 KAIMAUMAU ROAD,Wrong Side: 2041057
173.2666991,-34.92162435,833 KAIMAUMAU ROAD,Wrong Side: 2041055
173.2661040667,-34.9216532,829 KAIMAUMAU ROAD,Wrong Side: 2041053
173.26635945,-34.92164415,831 KAIMAUMAU ROAD,Wrong Side: 2041054
173.2658436,-34.9216707,827 KAIMAUMAU ROAD,Wrong Side: 2041052
173.2669876167,-34.9215962667,837 KAIMAUMAU ROAD,Wrong Side: 2041056
174.3544679167,-36.1003303333,51 NIKAU LANE,Wrong Side: 2326558
174.3669208167,-36.0724500333,135 DODD ROAD,Wrong Side: 1358777
174.44875795,-36.3865535167,13 LITTIN ROAD,Wrong Side: 2636210
174.4659795667,-35.8309555667,1 MARAMA PLACE,Wrong Side: 1348516
174.4660924833,-35.83082015,3 MARAMA PLACE,Wrong Side: 1171814
174.5190769,-35.8232594167,57 WHANGAREI HEADS SCHOOL ROAD,Wrong Side: 2074093
174.5274752167,-36.1325438833,1 HILLTOP ROAD,Wrong Side: 2163246
174.55187445,-36.1052767333,23 BAGNAL ROAD,Wrong Side: 2233506
174.5098189167,-36.0326144167,947 COVE ROAD,Wrong Side: 2458159
174.15276035,-35.81408375,430 OTUHI ROAD,Wrong Side: 2191494
174.09501505,-36.0453134833,259 PARAHI OUTLET ROAD,Wrong Side: 1358159
174.5588001833,-36.0777031667,111 ECHO VALLEY ROAD,Wrong Side: 2188359
174.27431105,-36.0019907667,181 TAIPUHA STATION ROAD,Wrong Side: 1358273
174.2749603333,-36.0019102833,171 TAIPUHA STATION ROAD,Wrong Side: 1358271
174.2744790167,-36.00196035,177 TAIPUHA STATION ROAD,Wrong Side: 1358272
174.2859127667,-35.8901602,573 RUARANGI ROAD,Wrong Side: 2624275
174.5300401167,-35.8292768667,2390 WHANGAREI HEADS ROAD,Wrong Side: 1350029
174.5301370833,-35.8290701,2388 WHANGAREI HEADS ROAD,Wrong Side: 1350028
173.2657617833,-34.9200026167,22 LAKE ROAD,Wrong Side: 2524688
174.3505507667,-36.1124562333,193 HURNDALL STREET WEST,Wrong Side: 1168260
174.1577677333,-36.2111340833,16 TE WAIROA LANE,Wrong Side: 2104672
174.5278506,-36.13178875,14 HILLTOP ROAD,Wrong Side: 2233575
174.5229543167,-36.1277748,90 HILLTOP ROAD,Wrong Side: 2233589
174.4748815333,-35.9993932333,334 COVE ROAD,Wrong Side: 2151340
174.5582170167,-36.079753,72 ECHO VALLEY ROAD,Wrong Side: 2188360
174.5532420167,-36.1056435833,10 BAGNAL ROAD,Wrong Side: 2233504
174.5234839,-36.1300509333,64 HILLTOP ROAD,Wrong Side: 2233570
174.5269605333,-36.1315654,20 HILLTOP ROAD,Wrong Side: 2233571
174.5228749833,-36.1274148833,92 HILLTOP ROAD,Wrong Side: 2233588
174.52252065,-36.1264657167,100 HILLTOP ROAD,Wrong Side: 2233586
174.5282308833,-36.1319899,12 HILLTOP ROAD,Wrong Side: 2233577
174.35424255,-35.8383912667,74 GILBERT ROAD,Wrong Side: 2240490
174.5860920833,-36.0932743833,1/12-10/12 FAGAN PLACE,Wrong Side: 2517823
