175.08503303,-37.08303888,"35 Wattie Road, Hunua",Wrong Side: 24407
174.76945330,-36.84511227,"6 Roukai Lane, Auckland Central, Auckland",Wrong Side: 615366
175.84863412,-36.97916437,"150 Pumpkin Hill Road, Pumpkin Hill",Wrong Side: 744161
174.69514743,-36.78663942,"3 Frizell Street, Beach Haven, Auckland",Wrong Side: 1031249
174.70571273,-36.74924186,"2/2 Cebel Place, Rosedale, Auckland",Wrong Side: 1039340
174.70520808,-36.74969011,"1-5 Cebel Place, Rosedale, Auckland",Wrong Side: 1039345
174.59429325,-36.75196635,"1 Cobblers Lane, Riverhead",Wrong Side: 1507305
174.67873300,-36.43923500,"63 Hodgart Road, Warkworth",Wrong Side: 1512055
174.67906967,-36.44039345,"65 Hodgart Road, Warkworth",Wrong Side: 1518488
174.51677963,-36.53782788,"130 Cameron Way, Makarau",Wrong Side: 1605702
174.68441822,-36.57769247,"2 Park Lane, Orewa",Wrong Side: 1632108
174.68450277,-36.57774207,"4 Park Lane, Orewa",Wrong Side: 1667764
174.66077583,-36.91286920,"10 Brian Berg Place, Glen Eden, Auckland",Wrong Side: 1723663
174.69776661,-36.71946471,"44 Genoa Way, Albany Heights, Auckland",Wrong Side: 1728779
174.69747134,-36.71931598,"43 Genoa Way, Albany Heights, Auckland",Wrong Side: 1728780
174.69749540,-36.71921975,"41 Genoa Way, Albany Heights, Auckland",Wrong Side: 1728782
174.69751508,-36.71911477,"39 Genoa Way, Albany Heights, Auckland",Wrong Side: 1728784
174.69773218,-36.71924192,"36 Genoa Way, Albany Heights, Auckland",Wrong Side: 1728787
174.68454625,-36.57778870,"6 Park Lane, Orewa",Wrong Side: 1851123
174.47890828,-36.61597635,"65 Moses Road, Kaukapakapa",Wrong Side: 1852978
174.95610557,-37.07599700,"60 Boundary Road, Opaheke, Papakura",Wrong Side: 1948233
174.87703137,-36.96312752,"6A Wyona Place, Otara, Auckland",Wrong Side: 1981019
174.76942128,-36.84518288,"8 Roukai Lane, Auckland Central, Auckland",Wrong Side: 1991594
174.69619186,-36.71912133,"80 Point Ridge Avenue, Albany Heights, Auckland",Wrong Side: 2008072
174.76459915,-36.86780734,"1A Lauder Road, Mount Eden, Auckland",Wrong Side: 2020521
174.69635589,-36.71919132,"78 Point Ridge Avenue, Albany Heights, Auckland",Wrong Side: 2021201
174.69659429,-36.71922631,"76 Point Ridge Avenue, Albany Heights, Auckland",Wrong Side: 2021203
174.69676270,-36.71922412,"74 Point Ridge Avenue, Albany Heights, Auckland",Wrong Side: 2021205
174.69699017,-36.71920881,"70 Point Ridge Avenue, Albany Heights, Auckland",Wrong Side: 2021207
174.69716295,-36.71919350,"68 Point Ridge Avenue, Albany Heights, Auckland",Wrong Side: 2021209
174.76787625,-36.84797586,"3 Bacon's Lane, Auckland Central, Auckland",Wrong Side: 2038405
174.76783538,-36.84795934,"5 Bacon's Lane, Auckland Central, Auckland",Wrong Side: 2038406
174.76785277,-36.84803846,"7 Bacon's Lane, Auckland Central, Auckland",Wrong Side: 2038407
174.76784929,-36.84809064,"13 Bacon's Lane, Auckland Central, Auckland",Wrong Side: 2038408
174.76784842,-36.84814020,"17 Bacon's Lane, Auckland Central, Auckland",Wrong Side: 2038409
174.76784060,-36.84818541,"19 Bacon's Lane, Auckland Central, Auckland",Wrong Side: 2038410
174.76769713,-36.84820889,"21 Bacon's Lane, Auckland Central, Auckland",Wrong Side: 2038411
174.76777278,-36.84830628,"25 Bacon's Lane, Auckland Central, Auckland",Wrong Side: 2038412
174.76784668,-36.84810846,"11C Bacon's Lane, Auckland Central, Auckland",Wrong Side: 2038433
174.76785277,-36.84803846,"11B Bacon's Lane, Auckland Central, Auckland",Wrong Side: 2038434
174.76787625,-36.84797586,"11A Bacon's Lane, Auckland Central, Auckland",Wrong Side: 2038435
174.52248031,-36.85793514,"2 Duffy Road, Waitakere, Auckland",Wrong Side: 2038508
174.70556165,-36.74904511,"1/2 Cebel Place, Rosedale, Auckland",Wrong Side: 2038824
